OBJECTID,Asset ID,Suburb,Street,Parking restriction Sign Type,Sign Category,Sign Status,Sign owner,BCC Code For Signs,Sign Direction,Sign is Temporary,Related Signs,Multi-sign Plate,Additional Sign Text,ParkingRestrictionDaysandTimes,SAP Object Number,SAP ID Number,Parking Restriction Code,GlobalID,geo_shape,geo_point_2d,Suburb_List,Latitude,Longitude,Parking_Restriction_Type
530,SN-10-1000-1312705,SPRING HILL,PERRY LANE,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45R,Right,0,1,1,"2 MIN MAX,20 MINS MAX",,000000000100314007,IE000000000100314007,45,d1c20f22-0b53-4978-8051-ca932dbe0987,"{""coordinates"": [153.03044975268617, -27.462233102554396], ""type"": ""Point""}","-27.462233102554396, 153.03044975268617","S, SPRING HILL",-27.462233102554396,153.03044975268617,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
561,SN-10-1000-1129439,SPRING HILL,SCHOOL STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43R,Right,0,1,1,2 MIN MAX,,000000000100314592,IE000000000100314592,43,1d1d8b50-9ace-4538-8d67-5ccd85df473d,"{""coordinates"": [153.03039838083993, -27.46064411359273], ""type"": ""Point""}","-27.46064411359273, 153.03039838083993","S, SPRING HILL",-27.46064411359273,153.03039838083993,Loading Zone Passengers 2 Min. Max
578,SN-10-1000-1201762,HAWTHORNE,HAWTHORNE ROAD,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45R,Right,0,1,0,"2 MIN MAX,20 MINS MAX",,000000000100314909,IE000000000100314909,45,47d65a52-c77b-49ec-882f-b62bc2b75039,"{""coordinates"": [153.0603690626249, -27.462567962005792], ""type"": ""Point""}","-27.462567962005792, 153.0603690626249","H, HAWTHORNE",-27.462567962005792,153.0603690626249,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
597,SN-20-1000-5000692,INDOOROOPILLY,LAMBERT ROAD,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43ZYR,Right,0,1,1,2 MIN MAX,,000000000100413955,IE000000000100413955,43,6e34d5bc-e539-48da-9eab-c80095b28cbe,"{""coordinates"": [152.98453857965853, -27.5026107341164], ""type"": ""Point""}","-27.5026107341164, 152.98453857965853","I, INDOOROOPILLY",-27.5026107341164,152.98453857965853,Loading Zone Passengers 2 Min. Max
601,SN-20-2000-2451093,VIRGINIA,WELLINGTON STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43L,Left,0,1,0,2 MIN MAX,,000000000100442786,IE000000000100442786,43,80b8283d-9f87-438e-8e84-f4e68e00bbfc,"{""coordinates"": [153.06321077339487, -27.382802097512126], ""type"": ""Point""}","-27.382802097512126, 153.06321077339487","V, VIRGINIA",-27.382802097512126,153.06321077339487,Loading Zone Passengers 2 Min. Max
613,SN-30-1000-3448702,WYNNUM,PEEL STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PYL,Left,0,1,0,,,000000000100466241,IE000000000100466241,43,3f23e83b-0b93-4268-8e40-29990932c724,"{""coordinates"": [153.1772606392517, -27.45441068468579], ""type"": ""Point""}","-27.45441068468579, 153.1772606392517","W, WYNNUM",-27.45441068468579,153.1772606392517,Loading Zone Passengers 2 Min. Max
630,SN-10-1000-1228929,GREENSLOPES,DUNELLAN STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43Z2YL,Left,0,1,1,2 MIN MAX,SCHOOLDAYS:2:30pm-3:30pm,000000000100315839,IE000000000100315839,43,cf095974-dd28-49af-b5cf-af23b3a23716,"{""coordinates"": [153.04887712541657, -27.507058070636454], ""type"": ""Point""}","-27.507058070636454, 153.04887712541657","G, GREENSLOPES",-27.507058070636454,153.04887712541657,Loading Zone Passengers 2 Min. Max
659,SN-10-1000-1214810,WOOLOOWIN,MORRIS STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PYL,Left,0,1,1,2 MIN MAX,":7am-9am ,SCHOOLDAYS:2pm-4pm",000000000100316540,IE000000000100316540,43,e63439c7-e7e7-4c71-a217-91bec4563a88,"{""coordinates"": [153.03960153451294, -27.42401558422338], ""type"": ""Point""}","-27.42401558422338, 153.03960153451294","W, WOOLOOWIN",-27.42401558422338,153.03960153451294,Loading Zone Passengers 2 Min. Max
678,SN-10-1000-1202178,TOOWONG,BYWONG STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43R,Right,0,1,0,2 MIN MAX,,000000000100316983,IE000000000100316983,43,f016671a-6187-4b74-8625-59c43b7157c3,"{""coordinates"": [152.9788137243902, -27.486152190793316], ""type"": ""Point""}","-27.486152190793316, 152.9788137243902","T, TOOWONG",-27.486152190793316,152.9788137243902,Loading Zone Passengers 2 Min. Max
720,SN-20-2000-2424903,ALBION,BURDETT STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43R,Right,0,1,0,2 MIN MAX,,000000000100431224,IE000000000100431224,43,690b6e3e-b5b5-45c4-831a-9650a4ea3e06,"{""coordinates"": [153.04636994156067, -27.431643283643396], ""type"": ""Point""}","-27.431643283643396, 153.04636994156067","A, ALBION",-27.431643283643396,153.04636994156067,Loading Zone Passengers 2 Min. Max
745,SN-10-1000-1307555,BRISBANE CITY,TURBOT STREET,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45R,Right,0,1,1,"2 MIN MAX,20 MINS MAX",,000000000100313370,IE000000000100313370,45,5f0ecefb-2440-4b4f-92c4-0b305db62085,"{""coordinates"": [153.02117770846317, -27.46890659671395], ""type"": ""Point""}","-27.46890659671395, 153.02117770846317","B, BRISBANE CITY",-27.46890659671395,153.02117770846317,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
746,SN-10-1000-1309634,FOREST LAKE,ALPINE PLACE,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43Z1YL,Left,0,1,1,2 MIN MAX,":8:00AM-9:00AM ,SCHOOL DAYS:2:30PM-3:30PM",000000000100313386,IE000000000100313386,43,2874e7ca-0f0c-4761-ae9b-0043eb3413ac,"{""coordinates"": [152.96150501435193, -27.611963816402493], ""type"": ""Point""}","-27.611963816402493, 152.96150501435193","F, FOREST LAKE",-27.611963816402493,152.96150501435193,Loading Zone Passengers 2 Min. Max
776,SN-10-1000-1298638,BALMORAL,ALEXANDRA STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PYL,Left,0,1,0,2 MIN MAX,":7am-9am ,SCHOOLDAYS:2pm-4pm",000000000100313998,IE000000000100313998,43,795cd4ce-ff5e-43f7-97a7-1a076fb7a0d7,"{""coordinates"": [153.06406134727015, -27.459735341186004], ""type"": ""Point""}","-27.459735341186004, 153.06406134727015","B, BALMORAL",-27.459735341186004,153.06406134727015,Loading Zone Passengers 2 Min. Max
826,SN-10-1000-1150587,FORTITUDE VALLEY,WANDOO STREET,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45Z1L,Left,0,1,1,"2 MIN MAX,20 MINS MAX","MON-FRI:7am-10pm ,SAT-SUN:7am-7pm",000000000100315026,IE000000000100315026,45,0b9f56ae-69f3-4a7b-a92d-4b3f649d6cbb,"{""coordinates"": [153.03970801635876, -27.45514565918875], ""type"": ""Point""}","-27.45514565918875, 153.03970801635876","F, FORTITUDE VALLEY",-27.45514565918875,153.03970801635876,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
835,SN-10-1000-1215861,INDOOROOPILLY,HARTS ROAD,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PYR,Right,0,1,0,2 MIN MAX,":7am-9am ,SCHOOLDAYS:2pm-4pm",000000000100315244,IE000000000100315244,43,0afeda77-dc92-4aa6-9541-3f2f57a47ba7,"{""coordinates"": [152.98296891512553, -27.506274719961432], ""type"": ""Point""}","-27.506274719961432, 152.98296891512553","I, INDOOROOPILLY",-27.506274719961432,152.98296891512553,Loading Zone Passengers 2 Min. Max
912,SN-10-1000-1288913,KENMORE,WONGABEL STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43ZL,Left,0,1,1,2 MIN MAX,"MON-FRI:8:30am-5pm ,SAT:8:30am-2pm",000000000100316764,IE000000000100316764,43,fab363c3-2e62-42fc-99f5-ae7c6bf14265,"{""coordinates"": [152.94829654636325, -27.509357353963587], ""type"": ""Point""}","-27.509357353963587, 152.94829654636325","K, KENMORE",-27.509357353963587,152.94829654636325,Loading Zone Passengers 2 Min. Max
922,SN-10-1000-1150625,NEW FARM,HARCOURT STREET,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45TJR,Right,0,1,0,"2 MIN MAX,20 MINS MAX",DAILY:7am-7pm,000000000100317008,IE000000000100317008,45,392e0310-3719-4fa2-b6f3-7580565eec37,"{""coordinates"": [153.0389838554492, -27.46139154120359], ""type"": ""Point""}","-27.46139154120359, 153.0389838554492","N, NEW FARM",-27.46139154120359,153.0389838554492,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
960,SN-10-1000-1291555,MANLY WEST,WONDALL HEIGHTS STATE SCHOOL ACCESS,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43Z2YR,Right,0,1,1,2 MINS MAX,":8am-9am ,SCHOOLDAYS:2:30PM-3:30PM",000000000100317852,IE000000000100317852,43,b442a21c-18dd-4eca-b1d4-1a6016ed956b,"{""coordinates"": [153.15933650697943, -27.464060011393876], ""type"": ""Point""}","-27.464060011393876, 153.15933650697943","M, MANLY WEST",-27.464060011393876,153.15933650697943,Loading Zone Passengers 2 Min. Max
1023,SN-20-2000-2440240,FORTITUDE VALLEY,MARSHALL STREET,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45L,Left,0,1,1,"2 MIN MAX,20 MINS MAX",,000000000100431291,IE000000000100431291,45,8fa1b264-660c-42aa-aba8-628cef3db25e,"{""coordinates"": [153.0349196825246, -27.459682367608426], ""type"": ""Point""}","-27.459682367608426, 153.0349196825246","F, FORTITUDE VALLEY",-27.459682367608426,153.0349196825246,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
1037,SN-10-1000-1167053,COORPAROO,CLARENCE STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43L,Left,0,1,1,2 MIN MAX,,000000000100314449,IE000000000100314449,43,b5eabc39-28ab-4a50-9e1e-de8e620c5c46,"{""coordinates"": [153.05530419411676, -27.489102687277235], ""type"": ""Point""}","-27.489102687277235, 153.05530419411676","C, COORPAROO",-27.489102687277235,153.05530419411676,Loading Zone Passengers 2 Min. Max
1056,SN-10-1000-1299684,INALA,LORIKEET STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43EYD,Bi-Directional,0,1,0,2 MIN MAX,SCHOOLDAYS:9am-4pm,000000000100314881,IE000000000100314881,43,fcadc9a8-6272-455e-8c29-5967ec7d4cba,"{""coordinates"": [152.9764039937715, -27.60596435381318], ""type"": ""Point""}","-27.60596435381318, 152.9764039937715","I, INALA",-27.60596435381318,152.9764039937715,Loading Zone Passengers 2 Min. Max
1057,SN-10-1000-1294470,TARINGA,MOGGILL ROAD,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45NL,Left,0,1,0,"2 MIN MAX,20 MINS MAX","MON-FRI:8am-5:30pm ,SAT:8am-12noon",000000000100314886,IE000000000100314886,45,79775f77-f304-4f85-ac81-f1b5dec6dc57,"{""coordinates"": [152.97929282407844, -27.492784279127818], ""type"": ""Point""}","-27.492784279127818, 152.97929282407844","T, TARINGA",-27.492784279127818,152.97929282407844,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
1063,SN-10-1000-1058019,ASHGROVE,BETH EDEN TERRACE,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PYL,Left,0,1,1,2 MIN MAX,":7am-9am ,SCHOOLDAYS:2pm-4pm",000000000100315101,IE000000000100315101,43,1b237827-ab6e-4c0f-b1ec-1464041304c6,"{""coordinates"": [152.99444838242226, -27.446096903737615], ""type"": ""Point""}","-27.446096903737615, 152.99444838242226","A, ASHGROVE",-27.446096903737615,152.99444838242226,Loading Zone Passengers 2 Min. Max
1064,SN-10-1000-1201123,SPRING HILL,GREGORY TERRACE,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45Z2L,Left,0,1,1,"2 MINS MAX,20 MINS MAX","MON-FRI:9am-4pm ,SAT:9am-12noon",000000000100315120,IE000000000100315120,45,c130c6cf-c419-4851-80fd-ff69f42cfac5,"{""coordinates"": [153.01869402245708, -27.460521203413926], ""type"": ""Point""}","-27.460521203413926, 153.01869402245708","S, SPRING HILL",-27.460521203413926,153.01869402245708,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
1146,SN-10-1000-1166458,WOOLLOONGABBA,LOGAN ROAD,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43R,Right,0,1,0,2 MINS MAX,,000000000100316814,IE000000000100316814,43,989a384b-b2db-4505-8a57-02ca66fefd86,"{""coordinates"": [153.037041456684, -27.487318833237868], ""type"": ""Point""}","-27.487318833237868, 153.037041456684","W, WOOLLOONGABBA",-27.487318833237868,153.037041456684,Loading Zone Passengers 2 Min. Max
1158,SN-20-2000-2406192,GRACEVILLE,PARK ROAD,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PYL,Left,0,1,1,2 MIN MAX,"null:7 AM-9 AM ,SCHOOL DAYS:2 PM-4 PM",000000000100431624,IE000000000100431624,43,5def090c-bd85-4a87-931c-2dfc4d361a63,"{""coordinates"": [152.9797783881528, -27.518762870322647], ""type"": ""Point""}","-27.518762870322647, 152.9797783881528","G, GRACEVILLE",-27.518762870322647,152.9797783881528,Loading Zone Passengers 2 Min. Max
1211,SN-20-1000-5001759,OXLEY,ELLEN STREET,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45R,Right,0,0,0,,,000000000100458081,IE000000000100458081,45,f28d97fe-7f25-4aaa-a4ce-dcbf71d2d61e,"{""coordinates"": [152.97767330653258, -27.551350394873158], ""type"": ""Point""}","-27.551350394873158, 152.97767330653258","O, OXLEY",-27.551350394873158,152.97767330653258,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
1216,SN-10-1000-1183301,SPRING HILL,WICKHAM TERRACE,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45TR,Right,0,1,0,"2 MIN MAX,20 MINS MAX",MON-FRI:7am-7pm,000000000100318193,IE000000000100318193,45,0ac76c7e-1e0b-4f9e-88c5-0161e6856fc3,"{""coordinates"": [153.02613100728854, -27.464640813169336], ""type"": ""Point""}","-27.464640813169336, 153.02613100728854","S, SPRING HILL",-27.464640813169336,153.02613100728854,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
1229,SN-10-1000-1298646,BALMORAL,ALEXANDRA STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PYD,Bi-Directional,0,1,0,2 MIN MAX,":7am-9am ,SCHOOLDAYS:2pm-4pm",000000000100318446,IE000000000100318446,43,6201a836-4ea2-4e93-9345-300732a7daf9,"{""coordinates"": [153.0641535737687, -27.459253934820477], ""type"": ""Point""}","-27.459253934820477, 153.0641535737687","B, BALMORAL",-27.459253934820477,153.0641535737687,Loading Zone Passengers 2 Min. Max
1245,SN-10-1000-1237132,FORTITUDE VALLEY,BARRY PARADE,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45NL,Left,0,1,1,"2 MIN MAX,20 MINS MAX","MON-FRI:8am-5:30pm ,SAT:8am-12noon",000000000100313408,IE000000000100313408,45,d83db3c8-d59c-43ca-97a1-7ff47a9656f2,"{""coordinates"": [153.0309121568715, -27.45966229022668], ""type"": ""Point""}","-27.45966229022668, 153.0309121568715","F, FORTITUDE VALLEY",-27.45966229022668,153.0309121568715,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
1307,SN-10-1000-1183230,BRISBANE CITY,TURBOT STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43AL,Left,0,1,1,2 MIN MAX,ALL OTHER TIMES:-,000000000100314788,IE000000000100314788,43,11f9d671-d983-4661-aa36-c13b3b1ec7ad,"{""coordinates"": [153.02374725254234, -27.46691270237747], ""type"": ""Point""}","-27.46691270237747, 153.02374725254234","B, BRISBANE CITY",-27.46691270237747,153.02374725254234,Loading Zone Passengers 2 Min. Max
1359,SN-10-1000-1191816,AUCHENFLOWER,BURT STREET,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45L,Left,0,1,1,"2 MIN MAX,20 MINS MAX",,000000000100315968,IE000000000100315968,45,59afc255-ec10-4459-9f6b-a7dcff71c9fb,"{""coordinates"": [152.9945320104944, -27.475333193152142], ""type"": ""Point""}","-27.475333193152142, 152.9945320104944","A, AUCHENFLOWER",-27.475333193152142,152.9945320104944,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
1457,SN-10-1000-1214308,FIG TREE POCKET,CUBBERLA STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43ZYL,Left,0,1,0,2 MIN MAX,":8am-9am ,SCHOOLDAYS:2:30pm-3:30pm",000000000100318115,IE000000000100318115,43,74b65e0b-2595-453e-81ef-19161ddb99eb,"{""coordinates"": [152.96552811626938, -27.52703760659511], ""type"": ""Point""}","-27.52703760659511, 152.96552811626938","F, FIG TREE POCKET",-27.52703760659511,152.96552811626938,Loading Zone Passengers 2 Min. Max
1469,SN-10-1000-1021974,ST LUCIA,CENTRAL AVENUE,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43Z1YL,Left,0,1,1,2 MIN MAX,":7:30-9:30am ,SCHOOLDAYS:2pm-4pm",000000000100318356,IE000000000100318356,43,d1a2bc95-c631-445d-86fb-bc0718b6f4d6,"{""coordinates"": [152.99685768362653, -27.500904227310247], ""type"": ""Point""}","-27.500904227310247, 152.99685768362653","S, ST LUCIA",-27.500904227310247,152.99685768362653,Loading Zone Passengers 2 Min. Max
1512,SN-10-1000-1275903,BANYO,APPERLEY STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PYR,Right,0,1,0,2 MIN MAX,":7am-9am ,SCHOOLDAYS:2pm-4pm",000000000100313417,IE000000000100313417,43,dfa7502f-9841-45e2-a65f-15e6c214a38e,"{""coordinates"": [153.08006131596358, -27.37094637653897], ""type"": ""Point""}","-27.37094637653897, 153.08006131596358","B, BANYO",-27.37094637653897,153.08006131596358,Loading Zone Passengers 2 Min. Max
1513,SN-10-1000-1567712,RICHLANDS,GARDEN ROAD EXIT,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43R,Right,0,1,1,2 MIN MAX,,000000000100442648,IE000000000100442648,43,a92acfb4-2c4f-4535-bdbe-ccd7e4177de3,"{""coordinates"": [152.9477019843534, -27.597039603236006], ""type"": ""Point""}","-27.597039603236006, 152.9477019843534","R, RICHLANDS",-27.597039603236006,152.9477019843534,Loading Zone Passengers 2 Min. Max
1516,SN-10-1000-1271116,GRACEVILLE,ADDISON ROAD,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PYD,Bi-Directional,0,1,0,2 MIN MAX,":7am-9am ,SCHOOLDAYS:2pm-4pm",000000000100313471,IE000000000100313471,43,29d32b95-04db-4ec5-a327-dce82d46da4d,"{""coordinates"": [152.97777838553597, -27.519532826847698], ""type"": ""Point""}","-27.519532826847698, 152.97777838553597","G, GRACEVILLE",-27.519532826847698,152.97777838553597,Loading Zone Passengers 2 Min. Max
1520,SN-10-1000-1154366,EAST BRISBANE,OAKLANDS PARADE,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43ZL,Left,0,1,1,2 MIN MAX,"MON-FRI:7am-4pm ,SAT:8-11am",000000000100313547,IE000000000100313547,43,e2cd0e52-a5b3-48a6-9dfa-dcae5eae16e8,"{""coordinates"": [153.051003735047, -27.48138279465701], ""type"": ""Point""}","-27.48138279465701, 153.051003735047","E, EAST BRISBANE",-27.48138279465701,153.051003735047,Loading Zone Passengers 2 Min. Max
1523,SN-10-1000-1291644,FOREST LAKE,GRAND AVENUE,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PYL,Left,0,1,0,2 MIN MAX,":7am-9am ,SCHOOLDAYS:2pm-4pm",000000000100313639,IE000000000100313639,43,7aaaee09-0c1c-4cb5-855c-d4189be0699d,"{""coordinates"": [152.9593188573491, -27.62532794131392], ""type"": ""Point""}","-27.62532794131392, 152.9593188573491","F, FOREST LAKE",-27.62532794131392,152.9593188573491,Loading Zone Passengers 2 Min. Max
1542,SN-20-2000-2448905,DARRA,SHAMROCK ROAD,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43L,Left,0,1,1,2 MIN MAX,,000000000100442700,IE000000000100442700,43,c761ae58-3def-42d4-a4b6-3df180143209,"{""coordinates"": [152.95374033033974, -27.563235234527216], ""type"": ""Point""}","-27.563235234527216, 152.95374033033974","D, DARRA",-27.563235234527216,152.95374033033974,Loading Zone Passengers 2 Min. Max
1559,SN-10-1000-1184759,BRISBANE CITY,QUEEN STREET,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45ZR,Right,0,1,1,"2 MIN MAX,20 MINS MAX",MON-FRI:5am-4pm,000000000100314548,IE000000000100314548,45,2e9ab13a-e7a1-4975-8f0b-98ca127774b5,"{""coordinates"": [153.02850317121866, -27.467228903992417], ""type"": ""Point""}","-27.467228903992417, 153.02850317121866","B, BRISBANE CITY",-27.467228903992417,153.02850317121866,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
1561,SN-10-1000-1184761,BRISBANE CITY,MARY STREET,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45Z2R,Right,0,1,1,"2 MIN MAX,20 MINS MAX",MON-FRI:5am-7pm,000000000100314569,IE000000000100314569,45,860c735b-390d-461c-b592-efc0b6df2380,"{""coordinates"": [153.02686081301334, -27.47233287637721], ""type"": ""Point""}","-27.47233287637721, 153.02686081301334","B, BRISBANE CITY",-27.47233287637721,153.02686081301334,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
1565,SN-10-1000-1288909,KENMORE,WONGABEL STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43ZR,Right,0,1,0,2 MIN MAX,"MON-FRI:8:30am-5pm ,SAT:8:30am-2pm",000000000100314676,IE000000000100314676,43,49444302-7c6d-48b6-bb15-ab8831f9d790,"{""coordinates"": [152.94833927360995, -27.509395813497033], ""type"": ""Point""}","-27.509395813497033, 152.94833927360995","K, KENMORE",-27.509395813497033,152.94833927360995,Loading Zone Passengers 2 Min. Max
1573,SN-10-1000-1183232,BRISBANE CITY,MARY STREET,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45ZR,Right,0,1,0,"2 MIN MAX,20 MINS MAX",MON-FRI:5pm-7pm,000000000100314903,IE000000000100314903,45,aa0b8faf-6bba-48bb-96f7-8f0fbdbf4dd0,"{""coordinates"": [153.02627993859647, -27.47294610840236], ""type"": ""Point""}","-27.47294610840236, 153.02627993859647","B, BRISBANE CITY",-27.47294610840236,153.02627993859647,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
1584,SN-20-2000-2414757,COORPAROO,NORFOLK STREET,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45CYL,Left,0,1,1,"2 MIN MAX,20 MINS MAX",SCHOOLDAYS:7:00AM-4:00PM,000000000100430296,IE000000000100430296,45,2f2a2291-232c-485a-b81e-1702b31c008c,"{""coordinates"": [153.06226864106006, -27.502731564423037], ""type"": ""Point""}","-27.502731564423037, 153.06226864106006","C, COORPAROO",-27.502731564423037,153.06226864106006,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
1649,SN-20-2000-2426979,KANGAROO POINT,MAIN STREET,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45AL,Left,0,1,1,"2 MIN MAX,20 MINS MAX",ALL OTHER TIMES:null-null,000000000100431647,IE000000000100431647,45,28bcaad3-d548-4b3b-a3e4-fb15bb29ea89,"{""coordinates"": [153.03548551671003, -27.473833901837057], ""type"": ""Point""}","-27.473833901837057, 153.03548551671003","K, KANGAROO POINT",-27.473833901837057,153.03548551671003,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
1655,SN-20-2000-2568551,CARSELDINE,BEAMS ROAD,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43L,Left,0,1,1,2 MIN MAX,,000000000100442899,IE000000000100442899,43,57669000-ca55-46e7-a0c1-e679958e799f,"{""coordinates"": [153.0092877481588, -27.34542042891506], ""type"": ""Point""}","-27.34542042891506, 153.0092877481588","C, CARSELDINE",-27.34542042891506,153.0092877481588,Loading Zone Passengers 2 Min. Max
1703,SN-10-1000-1300697,FERNY GROVE,MCGINN ROAD,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43PYD,Bi-Directional,0,1,0,2 MIN MAX,":7am-9am ,SCHOOLDAYS:2pm-4pm",000000000100317542,IE000000000100317542,43,aefbe9fe-7729-49a5-b8a3-387c9f5be982,"{""coordinates"": [152.93474216125642, -27.405814135167752], ""type"": ""Point""}","-27.405814135167752, 152.93474216125642","F, FERNY GROVE",-27.405814135167752,152.93474216125642,Loading Zone Passengers 2 Min. Max
1706,SN-10-1000-1315578,HAMILTON,HARBOUR ROAD,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max",Loading Zones,In Service,BCC,45TL,Left,0,1,0,"2 MIN MAX,20 MINS MAX",MON-FRI:7:00AM-7:00PM,000000000100317607,IE000000000100317607,45,a10c0046-83cc-46e6-ad5e-f0e5cc1265b0,"{""coordinates"": [153.0661092691699, -27.43936040815897], ""type"": ""Point""}","-27.43936040815897, 153.0661092691699","H, HAMILTON",-27.43936040815897,153.0661092691699,"Loading Zone - Passenger 2 Min. Max, Commercial Vehicles 20 Min. Max"
1737,SN-20-2000-2590483,KEPERRA,SILVERTOP STREET,Loading Zone Passengers 2 Min. Max,Loading Zones,In Service,BCC,43ZL,Left,0,1,1,2 MIN MAX,MON-FRI:8 AM-5:30 PM,000000000100443037,IE000000000100443037,43,d9b20431-9a52-4be6-a559-0f6d9b63ce92,"{""coordinates"": [152.9560173278979, -27.410214017216013], ""type"": ""Point""}","-27.410214017216013, 152.9560173278979","K, KEPERRA",-27.410214017216013,152.9560173278979,Loading Zone Passengers 2 Min. Max
